url,label
https://ipfs.eth.aragon.network/ipfs/bafybeib5smi3fp6x53z7i6lis7lfqk5ax3stjc7l4obkzobxkujxe7xm64/in.html,1
https://docs.google.com/forms/d/1ZrJdSKe4SJ2QUAPcfx-m1ZhXfNnuoI-6GU7EKFxWT1Q/viewform?edit_requested=true,1
https://bafybeifzmxssldtrz4k3v5z7dtdg53hxjdbgjmmdyqbjecqiq4fg5xo6hm.ipfs.cf-ipfs.com,1
https://ipfs.eth.aragon.network/ipfs/bafkreib4sdfsrkfq6mjhuz4awqpmtcz3c72p2irqvgfia7fttq53b6evl4,1
http://rennervarejo.wuaze.com/?i=1,1
https://attdominar.weeblysite.com/,1
https://cloudflare-ipfs.com/ipfs/bafybeiepx5svl7sscyafiwqb2yliak736vlfkrbh3fnvemncungdrcpuva/index.htm?user1@domain.com,1
https://cloudflare-ipfs.com/ipfs/bafybeiclopbk4mu5ajuhwat3z4umqwxlrjn336hxsjwygxxryjsnhn755y,1
https://new.express.adobe.com/webpage/5tvhwIp9WobjP,1
https://disneychannel-france.web.app/,1
https://wordpress-170366-0.cloudclusters.net/fr/caf-c/,1
https://pavenises.web.app/,1
https://almardoof.com/Webmail/75/Webmail/webmail.php,1
https://return-wheres-get_refund-faster-deposit_wmr-66436fefacf30.arizonagirlsreport.com/refunds_getstatus-forms1-irfof_IRServlet-en_lang/index.php?resource_url=https://sa.www4.irs.gov/refunds/wheres-my-refund/get-your-refund-faster-wmr,1
https://att-108408-101682.weeblysite.com/,1
https://snip.ly/bit.supoort/,1
https://qze2scf57.duckdns.org,1
http://kaywa.me/j2y3l?case=58q1tyu,1
https://ipfs.eth.aragon.network/ipfs/bafybeifqqkubbrrdyhgvsnk2zyfgj3moy2xk4udxyfwmast4memygwokhi,1
https://cf-ipfs.com/ipfs/QmQx6kkSLnRtiKonrB78vcp4NDEG14rfpJQcjZMQxEFmrQ,1
https://mail-101591.weeblysite.com/,1
https://telstra-signon.s2-tastewp.com/wp-admin/Redirection.php,1
https://new.express.adobe.com/webpage/EUBirjGt8OFPC,1
http://pub-32e9e091ec25454cb54d186368fd7054.r2.dev/brust.html,1
http://mvsnv.pages.dev,1
http://housing-aj5.pages.dev,1
https://pub-ca1f7c0d107c4fe5a4f42bfad0c9003a.r2.dev/8328jiwmwmwi2is2i2iwoimmkmk.html,1
http://royal-dream-8c11.jaxeb70547173.workers.dev,1
https://blockchainweb3.pages.dev/,1
https://ipfs.best-practice.se/ipfs/bafkreifjr3vmsdkemaskenifttszpkl4bdo5g2hf2ghctawqhcnzb2w4qm,1
https://funtecarellc.formstack.com/forms/office365,1
https://craiars-kluich-smaelt.yolasite.com/,1
https://ipfs.eth.aragon.network/ipfs/bafkreicnpxief5bs2oiq347owp7nq3m466lma7op452zsabuixlui45udi,1
https://maxtrebnp.firebaseapp.com/,1
https://accountarmaicoyvuc-secondary.z13.web.core.windows.net/,1
http://axosdigitalassets.pages.dev,1
https://usra.usspaym.top/,1
https://docs.google.com/presentation/d/e/2PACX-1vRExwnRKJSJMiacWdxv-JwlS1BG8BQPHeQxm34hHBki9Ik9Q-S_bBAIBf8mA2TwA6siM1Ls043gkp0B/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://poczta.pages.dev/,1
http://c3423.top,1
https://dyuvstyfawecteraw.blogspot.com/?ref=aGFuc2pvZXJnc0BnbXguZGU,1
https://sites.google.com/0nedrive-0365-folder.network/emm454?usp=sharing,1
https://officeautorowa-web126.apasheni.workers.dev/,1
https://dpd.964512452.xyz/pa1xqoqu/uCALr4/7,1
https://tinyurl.com/45ka497v,1
https://new.express.adobe.com/webpage/e3shVoH6SQxkF,1
